text_clean,sentiment,sentiment_
dumpz kayak iya deh eh tau,0.0,0
dumpz nyiapin,0.0,0
situs,0.0,0
banget mbak orang ekonomi,0.0,0
dumpz template sr sptjm,0.0,0
iya,0.0,0
okeee terimakasih,0.0,0
pantengin situs mbak buka diposting ig informasi,0.0,0
email kait susun proposal mitra,0.0,0
sabar yaa bang weekend megang duit nih,14.285714285714286,1
oalahh arti tibggal tunggu caiirr turunn kokk,0.0,0
kakak surat kah,0.0,0
brrti sr sptjm template cmn beda tulis batchnya,0.0,0
iya email ttg bbh proses nihil,0.0,0
aju emang kendala sptjmnya update bau bbh masuk rekening,-11.11111111111111,-1
magang temen ku aju samsek,0.0,0
tementemennya aju dapet,0.0,0
semuaaa skip,0.0,0
kakak rajin isi logbook lapor mi gguannya udahh tuju mentor,10.0,1
parah samsek,-50.0,-1
aju cair,0.0,0
informasi aju cair kah,0.0,0
cair p butuh uang biaya tahan hidup gaadil sesi aju beda beda,0.0,0
cair p butuh uang biaya tahan hidup gaadil sesi aju beda beda,0.0,0
bom,-100.0,-1
asw p cair,0.0,0
alhamdulillah gantung sorry banget yaaa magang pakai uang sih kondisi nyiapin dana full nyiapin dana tahan hidup rantau nyambung hidup cmn msib batch evaluasi batch iya ulangin salah ulang batch,-10.0,-1
sih msib tau nyiapin inisiatif dana darurat sorry banget bilang anak msib ngutamain bbh ketimbang ilmu realistis rumah magang minimal butuh ongkos pp rantau magang pikir biaya otomatis kos bbh jatohnya hak bonus wajar cair cair banyangin magang tinggal cair kk tau kondisi orang beda beda,0.0,0
halo tolong aju cair hedeuh,0.0,0
aju woi gangaruh pencaiiran kkecewa bbgt msib batch diomonging bullshit mentang cair p dianatirikanbt anak beasiswa mending berfikir deh bt program diskriminasi transparan,-4.3478260869565215,-1
batc tau,0.0,0
firmansyah duit tau dikemanain,0.0,0
bbh aju,0.0,0
bbh telat diskriminasi cair hahakatanya nomor aju pengaruh waktuu cairbatch bnyak bullshitnya,0.0,0
batch buka program bom,-25.0,-1
dumpz batch atur x inti batch sr sptjm salah revisi ulang,-18.181818181818183,-1
jlly,0.0,0
batch apasih mbak janji bbh tuntut hak mbak dijanjiin salah tuntut hak orang orang orang dapet magang berat bantu mbak orang duit simpan ekonomi bbh hak juang,0.0,0
aju belomc cair anaytiriin gwyg sakit lambung nunggu minggu lgijahat bngt si,-8.333333333333334,-1
si gaadaa nyaa,0.0,0
yourpage inti,0.0,0
cair kah,0.0,0
dev bantu surat terang aktif kuliah cuti chat team masibnya bot chatnya,8.333333333333334,1
aamiin serius,-50.0,-1
kemarin hbis serbu bang makan diem berani muncul adminnya,0.0,0
mahasiswa inisiatif uang darurat,0.0,0
gantung perintah emang suka,25.0,1
tolong termin lupa ngamuk suwun,-20.0,-1
aju cair taugila hak ngemis,20.0,1
nama perintah kendala wajar banget mahasiswa inisiatif bawa uang darurat magang loh gaiss utama ilmu dapet uang,0.0,0
termin turun,0.0,0
semester cuti semester masuk daftar,0.0,0
terimakasih mimin,0.0,0
terima kasih moga termin cair program selesai,28.571428571428573,1
butuh komitment kuat,33.333333333333336,1
iya posisi tahap,0.0,0
nahh denger mah usaha sistem makan pilih,-14.285714285714286,-1
daftar magang,0.0,0
pintar bahasa inggris msib,25.0,1
kaya tahap informasi,33.333333333333336,1
iya mbak ig infoin,0.0,0
buka,0.0,0
sulit usaha,-50.0,-1
buka,0.0,0
aju tolong responnya,0.0,0
haiaku wkk,0.0,0
telat ngotak,0.0,0
update tntng msib ye proses buka loh,0.0,0
informasi msib batch buka daftar,0.0,0
nunggu informasi msib nunggu,0.0,0
aju tolong anak beasiswa buutuh duit woiiri,0.0,0
hadir,0.0,0
next batch kecewa kerja tim msib ribu mahasiswa lilit pinjol gadai barang harga batch termin lambat,-6.25,-1
aju bom ni,-33.333333333333336,-1
aditia ingfo,0.0,0
aditia,0.0,0
sulit msib,0.0,0
pokok daftar msib batch,0.0,0
cepetan cek gmail nyaaa,0.0,0
informasi ttg msib,0.0,0
emang soalny,0.0,0
mantap moga bbhnya,0.0,0
iya wey project,0.0,0
sampek kiamat,-50.0,-1
k lumayan wkwkwkw,33.333333333333336,1
eh jakarta bandung ta cari lokasi surabaya,0.0,0
moga amanah part magang,0.0,0
bangga program uang saku alam kerja,33.333333333333336,1
informasi pmm lihat ig pmm ig msib,0.0,0
kadung kecewa,-50.0,-1
pret,0.0,0
situs ku kosong,33.333333333333336,1
p kaa,0.0,0
informasi aju cair,0.0,0
ye bolee,0.0,0
aamiin,0.0,0
ka blh dm kait msib,0.0,0
kabar pakai bsi ni kespam email lpdp error solusi kah pakai rekening bank harap mah bsi,-6.25,-1
dumpz iya sr sptjm,0.0,0
terimakasih kerjasamanya,0.0,0
tolong aju,0.0,0
informasi gmailmakasii,0.0,0
sr sptjm batch informasi,0.0,0
moga siangsore,0.0,0
informasi msib kaka,0.0,0
informasi sptjm eror non mobilisasi mei cair,0.0,0
akuuu,0.0,0
xixixixi senang habis,33.333333333333336,1
maacii mimin,0.0,0
related minimal hidup bulannn,0.0,0
banget om tunggu,0.0,0
anak magang berfikir nyiapin dana emang msib suka telat cairny batch banget mei bom cair,0.0,0
makasii bang,0.0,0
akuuu,0.0,0
lha buka,0.0,0
aju bapakibu panitia,0.0,0
info termin,0.0,0
cieee janji khawatir serang update,-20.0,-1
tahap bang banget batch job,0.0,0
update yah,0.0,0
nitip,0.0,0
timaaci luv moga besok saldo ku yaah xixi,0.0,0
moga,0.0,0
nyiapin ka bbh emang banget cair magang feb juni mei cair arti selesai periode magang,0.0,0
si dapet bbh kasih bantu kuota,16.666666666666668,1
bom,-100.0,-1
magang angkat opsi yaa,0.0,0
ok tunggu masuk kelompok transfer gagal moga minggu cair deh,-10.0,-1
nyiapin expect cair cair,0.0,0
sih nyiapin modal uang darurat,0.0,0
tukar mahasiswa,0.0,0
informasi bantu biaya hedon bbh,0.0,0
aju cair asli nyekek banget bayar kos,14.285714285714286,1
next batch kasih pemberitahuan daftar modal ngekos biaya hidup bbh cair,9.090909090909092,1
pwnring,0.0,0
mahasiswa keluh gadai bpkb motor barang hidup rantau berfikir situ usaha bbh cair cepat urus daftar lambat kaya kasihan temen hidup sndri rantau masuk makan mie hidup kota orang,-3.4482758620689653,-1
cair bbh woy,0.0,0
know,0.0,0
bbh cairin,0.0,0
hak magang kampus merdeka bbh bantu biaya hidup proses tunggu janji iya batch hak hak jalan program butuh biaya transportasi tolong usut tuntas hak tolong awas kerja bbh turun cair cepat panitia msib ri kpk televisi,11.11111111111111,1
cairin bbh pulsa,0.0,0
kuat mbak kesel kuat,25.0,1
enas masyaallah,0.0,0
kaks,0.0,0
sesuai nama merdeka nama,50.0,1
cair bbh woi biarpun magang kasih tugas kerja anggap remeh biarpun dapet alam magang butuh duit tranfortasi kantor uang makan kantor jam kali makan sarap mah lapar transportasi uang makan pakai duit pribadi nih tolong cair,0.0,0
informasi bbh,0.0,0
awoakakqoak siall,0.0,0
ri ri,0.0,0
ri,0.0,0
ri,0.0,0
msib batch mohon bikin stress berfikir survive kota orang pakai duit duit magang bayar bayar,-6.666666666666667,-1
tolong pakk selesai segeraa proker,0.0,0
bbhnya,0.0,0
izin numpang curhat,0.0,0
mudik lebaran looooo,0.0,0
toloong enak duit ortu,25.0,1
harga beda kabar nih mahal,0.0,0
dil curiga praktik korupsi bbh program msib batch kemarin molor parah,-27.272727272727277,-1
sekira lihat keluh kesah msib,0.0,0
berangkat transportasi pulang jalan kaki nih gr gr bbh turun,0.0,0
woi bbh,0.0,0
gabisaaa,0.0,0
bbh,0.0,0
hormat urus magang merdeka jajar bpkibu tolong ikan cair bbh pesan mahasiswa jerat pinjol bilang bbh bonus alam progam cari alam munafik bonus kalang atur msib tera magang biaya undang cantum uu ketenagakerjaan ayat situ tera gara milu rumit proses pakibu barangsiapa sulit orang allah sulit kiamat albukhari tanam otak moga hidup tenang pakibu trimakasih pakibu,1.7857142857142858,1
i tumbal,0.0,0
tolong kait bbh,0.0,0
teman bbhnya pakai thr karyawan yh kh,0.0,0
woii bbh woi,0.0,0
admin informasi slot gacor ganti bbh,0.0,0
tuju banget program iisma telat emang negeri tabung digit digepak glandangan program diperhatiin,0.0,0
mei nyata batch paro barenganmakin bkin,0.0,0
bbh bbh janji,33.333333333333336,1
aduh kasihann yanggg ngerantau,0.0,0
assalamualaikum selamat pagi temen informasi kena zoom meeting sore kemarin laksana msib kampus merdeka tribe batch iv kali diskusi laksana kena cair bbh dasar informasi kampus merdeka aju cair bbh magang merdeka termin cair termin termin cair bbh termin mei hitung feb mar april cair bbh termin hitung mei juni lancar proses cair bbh termin tementemen harap lengkap dokumendokumen platform kampus merdeka rekening valid sptjm sr isi logbook acc mentor masingmasing lampir taut recording zoom laku sore samasama paham alur cair bbh terima kasih erti tementemen,0.0,0
bbh termin mei waduhhh gimanaaa,0.0,0
jadj jumpa ayng,0.0,0
fungsi isi responden batch suruh kritik saran ubah buk kasih kritik saran buruk,-7.6923076923076925,-1
rantau jerit,0.0,0
tribe mu kemarin ngezoom msib tribe zoom,0.0,0
tau dapet informasi zoomnya mitra informasi samsek tau,0.0,0
bbh bbh,0.0,0
iya kuat tahan asam lambung,0.0,0
loh anak buah kerja janji janji mulu,28.571428571428573,1
duit puter,0.0,0
suruh doa moga kuat panitia,20.0,1
nama bbh diturunin si bantu biaya hidup duid keburu mati si wwk,-8.333333333333334,-1
iyya bener bayang mohon kota ngerantau rumah ngeharapin banget hak sptjm tau bermaslaah and even solusi implementasi real,5.555555555555555,1
politis janji,50.0,1
tampubolon lebaran medan,0.0,0
barangsiapa janji orang muslim laknat allah malaikat manusia terima taubat tebus bukhari muslim sungguh allah tancap bendera orang khianat kiamat khianat fulan bukhari nomor muslim nomor,7.6923076923076925,1
gaya elit cairin hak sulit chuakkkkkksss,16.666666666666668,1
bayang gas pulang lebaran nunggu bbh cair kasihan banget,-11.11111111111111,-1
adminnya langsung tutup mata,0.0,0
bener banget samping alam butuh uang makan bayar macem pikir gratis kali sma msib batch kemarin,6.25,1
hak bilang bonus coba deh panitia msib gaji telat habis bilang sans mah gaji bonus alam wtfff yaa kann,10.526315789473683,1
in,0.0,0
alumni batch jujur scaptis sma batch mentor akses akun msib validasi lapor bbh kritikal sudh atur sptjm matra tanda tangan mahasiswa msib parah si benerbener rugi anak magang msib seindo yok pakbu gerak sdm unggul panas terik hujan badai nerjang program tolong harga pakbu hak bonus,4.3478260869565215,1
ngomong tikus ngab,-33.333333333333336,-1
sabar cham,50.0,1
ayo bbh cair beli laptop magang bayar cicil laptop seret banget,-9.090909090909092,-1
nadiem nyantai pakkkk tolong,0.0,0
urus bbh mending stop deh adain msib tuju bantu mahasiswa sistem pikir rantau bayar kosan jakarta ongkos orangtua nanggung kirim rantau bbh cair jadiin kerja wfh smuanya nyusahin banget,3.4482758620689653,1
minnnnn mimin bayar kasih sih cair bbh program loh batch kemarin dramatis salah sih dikitdikit nyala lengkap dokumen cair zoom tenang bingung sdm panitia kampus merdeka sih,0.0,0
libur bbh bonus tolong bbh hak panitia anggap bonus harap pulang lebaran makan seharihari tolong penuh hak sesuai janji sistem batch progam progam batch utama bbh,15.384615384615383,1
yallah sulit hidup orang tolong cair hak,14.285714285714286,1
minimal kasih informasi sosial media ny biar transparan informasi simpang siur ttg bbh gantung sebentar mudik inti tolong panitia msib janji janji bukti,13.043478260869565,1
tolong msib cair bbh berangkat bilang orang tua biaya hidup tanggung repot repot ehh nyata sesuai ekspektasi uang orang tua lanjur malu gara gara cair bbh,-3.8461538461538463,-1
cuaks,0.0,0
pulang kampung ongkos bayar kos makan tau ortu ortu tau mending nge rantau,0.0,0
pinjol makan jakarta bayar makan gbisa pulang kampung ketemu gara ongkos mjnta ortu ortu tau mending kerja magang mandiri kuliah,5.0,1
boro boro mudik mah sad,-20.0,-1
nge rantau paksa pinjol kemarin kirain turun nyata zonk bayar pinjol pulang kampung tau makan mei tau berfikir x mending magang mandiri kerja ngundurin bayar bbh ih parah banget,0.0,0
ngeteh ngetagnya belah ajaa,-25.0,-1
bbh,0.0,0
lihat keluh kesah mahasiswa msib,0.0,0
seret,-100.0,-1
tolong resah komen baca alas keluh kesah pusat bantu komen denger pusat bantu situs merdeka bantu biaya birokrasi ribet kasih notifikasi daftar bbh turun cepat magang butuh semangat mutiara butuh bantu sambung jalan hidup rantau tolong baca direspon tanggap nyalahin libur cuti libur butuh biaya kaya,8.695652173913043,1
ahahaha asli nih bang lambung aman,33.333333333333336,1
yu yu,0.0,0
proses mulu nih giat,25.0,1
msib batch batchbatch evaluasi mundur banding batch jadwal bbh sesuai omong kesimpangsiuran informasi libur alas telat turun bbh msib planing kalimat tanda cacat prosedur laksana otoritas dunia didik kemendikbud ristek tanda didik indonesia maju janji manis utara realisasi,10.526315789473683,1
duit tiris banget kota orang bayar kos makan cokk bener ajaa dongg undur undur teruss,0.0,0
informasi bbh cair mending informasi pinjol percaya deh banget informasi bbh cair,8.333333333333334,1
teh riast,0.0,0
cair admin,0.0,0
proses zaman,0.0,0
iyaaaa jalan program sembunyi tangan inti suruh sabar coba huwaa,10.0,1
sosialisasi elit bbh sulit chuaksss,0.0,0
bbh cair msib mudik panitia msib nikmat lebaran,12.5,1
program batch kendala bbh bbh bbh evaluasi,0.0,0
panitia ngomong bbh bonus ckckck,20.0,1
atur menteri atur hak wajib magang pasal hak karyawan magang liput fasilitas selamat sehat kerja magang uang saku liput biaya transport uang makan insentif magang lindung bentuk jamin celaka kerja jamin mati sertifikat,9.090909090909092,1
ingkar janji,50.0,1
mah urusin bbh,0.0,0
bbh,0.0,0
latar msib khwtir dosa ngedzolimin orang aplgi libat orang,-11.11111111111111,-1
sosialisasi tolong bbh cepat cari anak rantau makan gratis rumah beda orang tua wali kirim uang umr harga barang inap transportasi,9.523809523809524,1
ekwkk,0.0,0
gilir nutup verifikasi berkas gercep pas cair bbh undur sayaa,0.0,0
temen ngerantau pulang ortunya pundak dikuatin yuk tau bener sedih tau,-9.090909090909092,-1
susup lord,0.0,0
komen ah masio msib,0.0,0
pinjol bengkak bunga gara bbh telat,0.0,0
emang cair termin bbh cair,0.0,0
alas libur wow panitia ni eligible,16.666666666666668,1
maaf pakbu bbh hak mahasiswa magang bonus tolong penuh hak dalih alas libur selesai libur,6.666666666666667,1
mampirnitip sendalbilangin ramai,-33.333333333333336,-1
tolong buka mata telinga lihat msib pulang bbh cair ketemu keluarga halang dana pulang tolong lihat aspirasi bbh msib cair lebaran alas bank libur libur nasional tolong dengar lihat msib batch,3.225806451612903,1
bbhnya asik korupsi,-33.333333333333336,-1
tim msib yuk kerja libur alas tanggal merah april catat hak mahasiswa penuh juang terima sesuai janji posisi gaji undur kesal pikir x hak mahasiswa bonus magang orientasi ilmu dipungkiri tunjang uang juang,15.151515151515152,1
bapakibu pahlawan puluh ribu mahasiswa magang sih loh total suara,0.0,0
pakbu kasihan temen temen ngerantau duit habis pulang ortu gatega libur lebaran pulang kumpul keluarga harap bbh ambang tau cair tolong pakbu cepat cair,0.0,0
xkyn weekdays pakai libur,0.0,0
mogok magang mending,-33.333333333333336,-1
betull sekaliii tolong lahh sesuai komitmen emanv april april,22.22222222222222,1
dosa msib,-50.0,-1
bbh termin cair cair april krisis uang kota orang tolong erti kondisi mahasiswa orang tua konglomerat,-6.25,-1
bbhnya hidup brgntung bbh,0.0,0
geus boga duit yeuh,0.0,0
kali pakbu planing kasihan teman rantau harap bbhhaknya cairdan gasemua msib milik prvlg mapan keluarga,-6.666666666666667,-1
yok yok lebaran cair bbhnya proses cari mundur sesuai janji eligible daftar biar cepat proses cari eh mundur,11.11111111111111,1
msib kasihan rantau pulang lebaran bbh cair pikir nasib msib uang tip alas mundur cair bbh gr libur nasional tolong tepatin janji cair kerja berfikir nasib mahasiswa,3.703703703703704,1
motor rusak pakai kantor magang nebeng mlu enak temen tolong banget mah,0.0,0
tolong mingdep cair yaa janji minggu cair molor batch molor banget banding batch pliss ngertiin rugi orang alami sndri mudik halang motor rusak biaya kasihan ortu gapunya uang bantu mlu mudik tolongg banget mahh hormat hak,5.555555555555555,1
takuttt,0.0,0
ayo msib usahain bbh cair april minimal libur libur nasional dijadiin alas bbh cair mundur lucu,-6.25,-1
open petisi,0.0,0
msib tolong anak orang dukung finansial ortunya anak rantau bingung uang hidup kota orang janji msib termin rapel kerja turun bbhnya bukti janji msib,8.333333333333334,1
april bbh cair kalik pulang lebaran pakai duit duit klok berat papa aih kidah,-7.142857142857143,-1
takut korupsi kaya sodarasodaranya,-25.0,-1
bentar sumatra buka,0.0,0
msib mandiri beban ortu gara mbengkak evaluasi,-14.285714285714286,-1
fkr bener haha,0.0,0
tolong la lapar beras abes minyak abes baju raya lunas,0.0,0
realistis ngerantau butuh uang bayar kos makan transportasi tau nih latar ekonomi orang tuh kaya doa cari alam orang janjiin bantu biaya,4.545454545454546,1
hai kakak harap sabar dana proses,16.666666666666668,1
verifikasi rekening magang pas cair tahap verifikasi cepat deh,11.11111111111111,1
bbh bayar kos ayo cepat cair,16.666666666666668,1
tolong cair bbhnya gain anak msib pakai pinjol ngelanjutin hidup magang,9.090909090909092,1
daftar msib batch duit,0.0,0
magang pacar makan janji palsu,20.0,1
sosialisasi elit bbh sulit,0.0,0
tahan menit habis buka,0.0,0
tolong tepatin janji bbh cair minggu informasi apaapa seleksi eligible eligible biar gampang cair dana bukti cepat cair batch kemaren dokumen eligible tolong janji manis pikirin orangorang rantau pulau moga sii batch nyata mending batch batch cair dana,10.526315789473683,1
batch pikir pikir,0.0,0
sesuai omong bener banget msib batch,16.666666666666668,1
bayar bbh syulitttt,0.0,0
cair bbh pakbu msib menbuat rules cair termin cair realisasi lantas kah nasib mahasiswa rantau maju program msib kecewa bapakibu,5.0,1
tuh kaks,0.0,0
ayolahh bbh rapel masak dingaretin bayar miskin miskin dahh,-11.11111111111111,-1
bodoh sih,-50.0,-1
pinjam mudik,0.0,0
xkyn urus orang kerja cepat sih kasihan tuh bas ribu anak orang pulang lebaran,7.142857142857143,1
msib mulu batch mending udahan ajaaaaa,0.0,0
guys zoom bareng msib bilang tau suruh doa tuhan bosan kali dengerin seru tuhan mohon moga orangorang layar msib nih kerja serius dalih nih birokrasi batch kemarin loh cepat lot manager ngomong mudah banget bbh bonus utama alam jobdesk kalah kerja asli allah riset ngomong ah lihat anakanak keluarga apaapa susah ngehindar php banget sumpah sptjm sr periksa cepat cair jalan proses bye msib byeeeee,1.5384615384615383,1
mei nuel wkwkwk,0.0,0
selamat jumat agung,66.66666666666667,1
gokil gokil serba sulit evaluasi selesai batch ujung ujung bobrok,-10.0,-1
minn pleasee lahh janji cair ditetapin whatss wrongg,12.5,1
mei,0.0,0
zoom sosialisasi omong kosong ujung cair nyalahin libur nasional april alas cair emang dasar birokrasi berbelitbelit chuakkzz,5.882352941176471,1
janji,100.0,1
orang program gede dana rangkap lpdp orang si,0.0,0
cair bbh masuk minggu informasi parah sih,-14.285714285714286,-1
janji bbh,50.0,1
libur resin sekrang libur,0.0,0
lago system khusus cair dana bbh batch bbh issue tuntas batch parahtidak kasih cari alas libur wahsangat bagus tolong reconstruct lago system yaprogram dampak masyarakat luas ekonomi beda kaya sihada pulang tuh lebaranada stress wali berat transfer anaknyaada mahasiswa hidup save uang banget nihapalagi tinggal jakarta possibility,2.127659574468085,1
saran magang uang minat magang merdeka sistem bbh kasihan cari pinjam kesana tutup biaya laksana magang speerti transport uang makan saran kali bijak proses cair bbh kalimat angin segar,6.896551724137931,1
baju lebaran,0.0,0
mohon janji cair bbh pekan,20.0,1
bbh owh bbh,0.0,0
mei,0.0,0
terimakasih bbhnya,0.0,0
okt okey,0.0,0
smb daftar,0.0,0
okt yok kalah,-33.333333333333336,-1
smb enak,50.0,1
program sampah,-50.0,-1
mahasiswa jerat pinjol gara bbh cair perintah tanggung,-12.5,-1
bbh cairin,0.0,0
parah dahhh masuk minggu bbh cair kacau kacau kacau,-22.22222222222222,-1
informasi bbh kacau data analis ribet ngurusi data jaman maju,0.0,0
cair hak,50.0,1
informasi bbh,0.0,0
tolong bbh magang merdeka cair bbh hak magang wajib cair anak magang keluarga tau protes akibat ketidakjelasan bbh butuh uang hidup seharihari tolong bbh msib cair,-3.8461538461538463,-1
hormat urus magang merdeka jajar bpkibu tolong ikan cair bbh pesan mahasiswa jerat pinjol bilang bbh bonus alam progam cari alam munafik bonus kalang atur msib tera magang biaya undang cantum uu ketenagakerjaan ayat situ tera gara milu rumit proses pakibu barangsiapa sulit orang allah sulit kiamat albukhari tanam otak moga hidup tenang pakibu trimakasih pakibu,1.7857142857142858,1
bbh bbh janji evaluasi bobrok,0.0,0
potong kali tuh duit bbh cair,0.0,0
mohon share infoo bbh janji teruss,16.666666666666668,1
kasih pinjam pinjam rb beli buka,16.666666666666668,1
bbh janji april oiya nama janji tepatin moga nama tepatin janji,9.090909090909092,1
uang baju lebaran pakai butuh magangehhh cair bbh undur proses verifikasi rekening bank magang sk terbit proses aju lagibenerbener,5.2631578947368425,1
sedih banget kl beneran mundur tanggal cair,-28.571428571428573,-1
fathiyyah spill derita,-33.333333333333336,-1
janji bbh april ngapa mei,20.0,1
nomor ingsfo,0.0,0
beda divisi it,0.0,0
jakarta ni anak lip bebas mlg jakarta,14.285714285714286,1
ngegantungin bbh tolong digantungin berat kuat,0.0,0
bener kait bbh,0.0,0
gabutuh informasi butuh bbh cair,0.0,0
ingfo bbh,0.0,0
ingfo bbh dek,0.0,0
p bbh,0.0,0
langsung biar kerja kali dripda termin telat wkwkwkwk,12.5,1
durasi magang bbh turun tidak-apa-apa magang turun bbh kelar program ayo,0.0,0
ndakkk butuh update an minn mending ingfokan pencairannnnnn,0.0,0
fazhh minnnn ojok pati update status wesssss bbh cairno sek mesakne kancaku minggu mangan karak,0.0,0
tolonggggggg cerita inspirasi elit bbh turun sulitt ngirit kali sembelit fazhh,9.090909090909092,1
informasi bbh,0.0,0
agee demo en bbh le,0.0,0
chuaksss ppppp age demo en le wkwkwkw,0.0,0
bbh turun minkeduluan berat badan turun ngirit,-14.285714285714286,-1
semangat teman juang bbh kapok bbh turun makan minjam uang,10.0,1
bbh sih,0.0,0
tunggu apatuh,0.0,0
informasi bbh takut masuk rs asam lambung kumat,-25.0,-1
syemangattt lur,0.0,0
dipinjemin adminnya pinjam hehehh,0.0,0
tunggu yah ehehehe d,0.0,0
maaf bbh cair minggu pinjam uang rb makan puasa sahur buka proper maag kambuh,0.0,0
informasi bbh minggu minggu ni gera,0.0,0
usaha ganti posisi enak chuaks,0.0,0
loh sa oppsy,0.0,0
main ignya kelap mobil,0.0,0
lauk tempe kerupuk kecap alhamdulillah,-20.0,-1
yaaa cair nyaaa,0.0,0
ibadah doa bbh cair v,0.0,0
informasi bbh kasih postingan feedssg biar biar tau proses turun postingan baca,8.333333333333334,1
keren i too,33.333333333333336,1
masuk jalan bbh masukmasuk batch kemarin lumayan cepat sumpah banget ku sayang bayar kos huwaaa,20.0,1
wow kakak tribe,33.333333333333336,1
pakai buka jamin turun mas,20.0,1
proud of kakkkk,0.0,0
the point bnget yah nuel wkwkwkw,0.0,0
keren banget,50.0,1
kemarin offering office jakarta malang paksa tolak,-14.285714285714286,-1
modal pokok makan bawa parkir bayar bensin hujan panas sikat semangat kunjung,8.333333333333334,1
aaa bestie gagal kerennyaaa,-25.0,-1
alam ngirit super bbh caircair makan nasi telor alhamdulillah bbh nih pen nang,7.6923076923076925,1
ngeriiii,0.0,0
neng ayu masak sayur lodeh keren banget fat milikin deh,0.0,0
daya cita msib patah dospem,-20.0,-1
aaaaaa aamiin terimakasih yaaa semangat kamuu,16.666666666666668,1
terimakasih keren,50.0,1
kenal,0.0,0
kelazz,0.0,0
tuhan temen keren,33.333333333333336,1
ikan hiu makan tomat fathiyyah i lop somat,-12.5,-1
wahh kerenn,0.0,0
tunggu bbhnya,0.0,0
cerita inspiratif msib ngirit bbh turun,16.666666666666668,1
sekal masuk feed haha,0.0,0
waww,0.0,0
capernya,0.0,0
informasi bbh cairrr msib,0.0,0
